Ano,Área de Avaliação,Grau Acadêmico,Organização Acadêmica,Categoria Administrativa,Modalidade de Ensino,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Conceito Enade (Faixa)
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,76,62,1
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,19,18,2
2023,FONOAUDIOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,40,37,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,12,9,1
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,42,36,2
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,1,0,SC
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,11,9,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,8,8,2
2023,FISIOTERAPIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,59,58,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,114,114,4
2023,MEDICINA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,113,112,3
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Faculdade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,1,1,SC
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,20,20,4
2023,NUTRIÇÃO,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,19,19,4
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,37,35,2
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,268,253,2
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,33,28,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,51,50,2
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,258,220,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,44,44,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,28,23,2
2023,MEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,171,171,3
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,2,2,2
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,130,121,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,75,74,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,222,159,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,189,179,3
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,266,260,2
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,60,57,2
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,68,58,1
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,27,21,2
2023,ENGENHARIA AMBIENTAL,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,113,85,2
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,656,629,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,49,35,3
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,4,4,1
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,63,59,2
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,76,54,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,184,134,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,35,30,2
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,87,86,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,58,46,2
2023,TECNOLOGIA EM SEGURANÇA NO TRABALHO,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,47,32,2
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,52,34,2
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,100,71,2
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,25,23,3
2023,MEDICINA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,126,126,5
2023,FONOAUDIOLOGIA,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,45,45,3
2023,ENFERMAGEM,Bacharelado,Faculdade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,51,51,4
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,8,7,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,12,11,4
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,3,3,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,13,8,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,6,6,3
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,5,5,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,18,7,3
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,13,11,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,13,12,2
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,16,14,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,1,1,SC
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,9,9,2
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,46,46,2
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,29,29,3
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,17,17,2
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,22,20,3
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,12,1,SC
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,8,5,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,11,10,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,2,1,SC
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,5,1,SC
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,2,1,SC
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,8,6,1
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,8,5,2
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,12,9,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,4,4,3
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,11,10,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,10,10,1
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,2,1,SC
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,7,5,2
2023,ENGENHARIA AMBIENTAL,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,94,78,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,103,83,2
2023,BIOMEDICINA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,63,58,3
2023,FARMÁCIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,44,42,3
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,29,29,3
2023,MEDICINA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,279,278,2
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,166,144,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,115,87,2
2023,TECNOLOGIA EM SEGURANÇA NO TRABALHO,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,45,35,3
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,24,16,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,17,14,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,8,5,4
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,46,42,2
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,6,3,2
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,120,84,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,66,64,3
2023,ENGENHARIA ELÉTRICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,124,111,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,122,121,4
2023,BIOMEDICINA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,8,6,2
2023,ENFERMAGEM,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,111,110,4
2023,ENGENHARIA QUÍMICA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,78,62,2
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,118,114,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,77,59,2
2023,FONOAUDIOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,136,133,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,81,64,3
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,18,10,2
2023,ODONTOLOGIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,296,260,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,110,84,2
2023,ENGENHARIA QUÍMICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,49,48,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,35,24,3
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,670,572,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,43,29,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,64,30,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,58,51,2
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,37,21,2
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,117,86,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,103,83,2
2023,ENGENHARIA MECÂNICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,62,45,2
2023,ENGENHARIA CIVIL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,128,104,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,107,94,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,25,23,3
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,44,39,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,55,45,4
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,94,67,3
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,8,5,2
2023,NUTRIÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,92,86,4
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,135,129,2
2023,MEDICINA VETERINÁRIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,326,264,2
2023,BIOMEDICINA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,144,132,2
2023,FARMÁCIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,143,134,2
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,53,35,2
2023,ENGENHARIA AMBIENTAL,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,49,41,2
2023,ENGENHARIA ELÉTRICA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,62,49,2
2023,ENFERMAGEM,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,215,198,2
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,11,9,1
2023,FISIOTERAPIA,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,142,128,3
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Centro Universitário,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,56,49,2
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,28,28,4
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,181,162,1
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,40,32,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,52,29,2
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,40,39,4
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,10,10,4
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,58,41,2
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,32,31,5
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,45,31,3
2023,TECNOLOGIA EM GESTÃO AMBIENTAL,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,118,59,3
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,114,87,4
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,91,78,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,162,130,3
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,133,125,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,15,15,4
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,9,9,4
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,152,85,3
2023,TECNOLOGIA EM GESTÃO HOSPITALAR,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,123,69,2
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,67,60,2
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,19,17,4
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,57,46,4
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,25,25,4
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,116,110,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,41,34,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,65,53,3
2023,MEDICINA VETERINÁRIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,50,46,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,84,53,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,26,3,3
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,295,238,3
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,7,6,2
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,37,35,4
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,11,6,3
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,39,39,3
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,1,0,SC
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,54,53,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,90,75,3
2023,TECNOLOGIA EM RADIOLOGIA,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,18,18,3
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,40,38,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,91,81,3
2023,ENGENHARIA DE COMPUTAÇÃO I,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,62,47,2
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,57,47,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,258,181,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,72,62,3
2023,NUTRIÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,28,21,4
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,3754,2874,2
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,52,37,5
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,8,5,2
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,37,27,3
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,55,45,4
2023,BIOMEDICINA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,31,26,4
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,107,77,3
2023,ODONTOLOGIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,21,21,4
2023,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tecnológico,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,4,0,SC
2023,ENGENHARIA CIVIL,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,86,76,2
2023,ENFERMAGEM,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,76,65,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,29,25,3
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,99,90,3
2023,TECNOLOGIA EM SEGURANÇA NO TRABALHO,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,150,82,2
2023,ENGENHARIA DE PRODUÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,46,41,3
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,98,76,3
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,120,92,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,27,26,3
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,43,41,3
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,393,366,2
2023,TECNOLOGIA EM AGRONEGÓCIOS,Tecnológico,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,131,74,3
2023,ARQUITETURA E URBANISMO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,34,32,2
2023,FISIOTERAPIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,318,277,2
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,65,48,2
2023,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,40,30,3
2023,ENGENHARIA MECÂNICA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,77,72,2
2023,FARMÁCIA,Bacharelado,Universidade,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,116,98,3
